Date,Open,High,Low,Close,Adj Close,Volume
2000-11-13,124.879997,124.879997,124.879997,124.879997,86.418831,0
2000-11-14,127.820000,127.820000,127.820000,127.820000,88.453369,0
2000-11-15,128.470001,128.470001,128.470001,128.470001,88.903198,0
2000-11-16,126.860001,126.860001,126.860001,126.860001,87.789070,0
2000-11-17,126.440002,126.440002,126.440002,126.440002,87.498398,0
2000-11-20,124.120003,124.120003,124.120003,124.120003,85.892914,0
2000-11-21,124.559998,124.559998,124.559998,124.559998,86.197418,0
2000-11-22,122.260002,122.260002,122.260002,122.260002,84.605766,0
2000-11-24,124.059998,124.059998,124.059998,124.059998,85.851410,0
2000-11-27,124.730003,124.730003,124.730003,124.730003,86.315071,0
2000-11-28,123.540001,123.540001,123.540001,123.540001,85.491539,0
2000-11-29,124.110001,124.110001,124.110001,124.110001,85.886002,0
2000-11-30,121.620003,121.620003,121.620003,121.620003,84.162880,0
2000-12-01,121.650002,121.650002,121.650002,121.650002,84.183647,0
2000-12-04,122.550003,122.550003,122.550003,122.550003,84.806458,0
2000-12-05,127.330002,127.330002,127.330002,127.330002,88.114311,0
2000-12-06,125.029999,125.029999,125.029999,125.029999,86.522659,0
2000-12-07,124.309998,124.309998,124.309998,124.309998,86.024399,0
2000-12-08,126.750000,126.750000,126.750000,126.750000,87.712898,0
2000-12-11,127.720001,127.720001,127.720001,127.720001,88.384186,0
2000-12-12,126.900002,126.900002,126.900002,126.900002,87.816719,0
2000-12-13,125.889999,125.889999,125.889999,125.889999,87.117798,0
2000-12-14,124.120003,124.120003,124.120003,124.120003,85.892914,0
2000-12-15,121.459999,121.459999,121.459999,121.459999,84.052170,0
2000-12-18,122.440002,122.440002,122.440002,122.440002,84.730354,0
2000-12-19,120.860001,120.860001,120.860001,120.860001,83.636971,0
2000-12-20,117.080002,117.080002,117.080002,117.080002,81.021118,0
2000-12-21,118.019997,118.019997,118.019997,118.019997,81.671646,0
2000-12-22,120.519997,120.519997,120.519997,120.519997,83.401665,0
2000-12-26,121.370003,121.370003,121.370003,121.370003,83.989876,0
2000-12-27,122.660004,122.660004,122.660004,122.660004,84.882599,0
2000-12-28,123.150002,123.150002,123.150002,123.150002,85.221695,0
2000-12-29,121.860001,121.860001,121.860001,121.860001,84.328972,0
2001-01-02,118.440002,118.440002,118.440002,118.440002,81.962288,0
2001-01-03,124.410004,124.410004,124.410004,124.410004,86.093597,0
2001-01-04,123.099998,123.099998,123.099998,123.099998,85.187073,0
2001-01-05,119.860001,119.860001,119.860001,119.860001,82.944931,0
2001-01-08,119.660004,119.660004,119.660004,119.660004,82.806541,0
2001-01-09,120.120003,120.120003,120.120003,120.120003,83.124863,0
2001-01-10,121.279999,121.279999,121.279999,121.279999,83.927605,0
2001-01-11,122.529999,122.529999,122.529999,122.529999,84.792595,0
2001-01-12,121.750000,121.750000,121.750000,121.750000,84.252869,0
2001-01-16,122.519997,122.519997,122.519997,122.519997,84.785675,0
2001-01-17,122.790001,122.790001,122.790001,122.790001,84.972527,0
2001-01-18,124.500000,124.500000,124.500000,124.500000,86.155891,0
2001-01-19,124.000000,124.000000,124.000000,124.000000,85.809883,0
2001-01-22,124.029999,124.029999,124.029999,124.029999,85.830643,0
2001-01-23,125.639999,125.639999,125.639999,125.639999,86.944763,0
2001-01-24,126.010002,126.010002,126.010002,126.010002,87.200851,0
2001-01-25,125.379997,125.379997,125.379997,125.379997,86.764900,0
2001-01-26,125.150002,125.150002,125.150002,125.150002,86.605698,0
2001-01-29,126.000000,126.000000,126.000000,126.000000,87.193901,0
2001-01-30,126.889999,126.889999,126.889999,126.889999,87.809830,0
2001-01-31,126.190002,126.190002,126.190002,126.190002,87.325401,0
2001-02-01,126.889999,126.889999,126.889999,126.889999,87.809830,0
2001-02-02,124.669998,124.669998,124.669998,124.669998,86.273521,0
2001-02-05,125.120003,125.120003,125.120003,125.120003,86.584976,0
2001-02-06,124.940002,124.940002,124.940002,124.940002,86.460396,0
2001-02-07,123.910004,123.910004,123.910004,123.910004,85.747620,0
2001-02-08,123.139999,123.139999,123.139999,123.139999,85.214752,0
2001-02-09,121.489998,121.489998,121.489998,121.489998,84.072937,0
2001-02-12,122.919998,122.919998,122.919998,122.919998,85.062500,0
2001-02-13,121.870003,121.870003,121.870003,121.870003,84.335907,0
2001-02-14,121.629997,121.629997,121.629997,121.629997,84.169807,0
2001-02-15,122.629997,122.629997,122.629997,122.629997,84.861794,0
2001-02-16,120.309998,120.309998,120.309998,120.309998,83.256340,0
2001-02-20,118.220001,118.220001,118.220001,118.220001,81.810059,0
2001-02-21,116.040001,116.040001,116.040001,116.040001,80.301422,0
2001-02-22,115.820000,115.820000,115.820000,115.820000,80.149216,0
2001-02-23,115.180000,115.180000,115.180000,115.180000,79.706322,0
2001-02-26,117.199997,117.199997,117.199997,117.199997,81.104187,0
2001-02-27,116.309998,116.309998,116.309998,116.309998,80.488297,0
2001-02-28,114.660004,114.660004,114.660004,114.660004,79.346481,0
2001-03-01,114.779999,114.779999,114.779999,114.779999,79.429527,0
2001-03-02,114.129997,114.129997,114.129997,114.129997,78.979698,0
2001-03-05,114.809998,114.809998,114.809998,114.809998,79.450264,0
2001-03-06,115.959999,115.959999,115.959999,115.959999,80.246071,0
2001-03-07,116.720001,116.720001,116.720001,116.720001,80.772034,0
2001-03-08,117.000000,117.000000,117.000000,117.000000,80.965775,0
2001-03-09,114.099998,114.099998,114.099998,114.099998,78.958923,0
2001-03-12,109.180000,109.180000,109.180000,109.180000,75.554222,0
2001-03-13,110.820000,110.820000,110.820000,110.820000,76.689156,0
2001-03-14,107.959999,107.959999,107.959999,107.959999,74.709946,0
2001-03-15,108.589996,108.589996,108.589996,108.589996,75.145935,0
2001-03-16,106.160004,106.160004,106.160004,106.160004,73.464348,0
2001-03-19,108.029999,108.029999,108.029999,108.029999,74.758377,0
2001-03-20,105.430000,105.430000,105.430000,105.430000,72.959145,0
2001-03-21,103.540001,103.540001,103.540001,103.540001,71.651260,0
2001-03-22,103.120003,103.120003,103.120003,103.120003,71.360588,0
2001-03-23,105.180000,105.180000,105.180000,105.180000,72.786179,0
2001-03-26,106.360001,106.360001,106.360001,106.360001,73.602715,0
2001-03-27,109.080002,109.080002,109.080002,109.080002,75.485046,0
2001-03-28,106.430000,106.430000,106.430000,106.430000,73.651199,0
2001-03-29,105.940002,105.940002,105.940002,105.940002,73.312080,0
2001-03-30,107.080002,107.080002,107.080002,107.080002,74.100990,0
2001-04-02,105.739998,105.739998,105.739998,105.739998,73.173683,0
2001-04-03,102.110001,102.110001,102.110001,102.110001,70.661667,0
2001-04-04,101.830002,101.830002,101.830002,101.830002,70.467918,0
2001-04-05,106.279999,106.279999,106.279999,106.279999,73.547379,0
2001-04-06,104.180000,104.180000,104.180000,104.180000,72.094139,0
2001-04-09,105.029999,105.029999,105.029999,105.029999,72.682343,0
2001-04-10,107.879997,107.879997,107.879997,107.879997,74.654610,0
2001-04-11,107.650002,107.650002,107.650002,107.650002,74.495453,0
2001-04-12,109.269997,109.269997,109.269997,109.269997,75.616508,0
2001-04-16,108.919998,108.919998,108.919998,108.919998,75.374290,0
2001-04-17,110.040001,110.040001,110.040001,110.040001,76.149330,0
2001-04-18,114.330002,114.330002,114.330002,114.330002,79.118095,0
2001-04-19,115.760002,115.760002,115.760002,115.760002,80.107658,0
2001-04-20,114.769997,114.769997,114.769997,114.769997,79.422600,0
2001-04-23,113.050003,113.050003,113.050003,113.050003,78.232330,0
2001-04-24,111.680000,111.680000,111.680000,111.680000,77.284286,0
2001-04-25,113.459999,113.459999,113.459999,113.459999,78.516068,0
2001-04-26,114.010002,114.010002,114.010002,114.010002,78.896652,0
2001-04-27,115.720001,115.720001,115.720001,115.720001,80.079979,0
2001-04-30,115.400002,115.400002,115.400002,115.400002,79.858566,0
2001-05-01,116.959999,116.959999,116.959999,116.959999,80.938103,0
2001-05-02,117.059998,117.059998,117.059998,117.059998,81.007286,0
2001-05-03,115.339996,115.339996,115.339996,115.339996,79.817024,0
2001-05-04,117.010002,117.010002,117.010002,117.010002,80.972672,0
2001-05-07,116.720001,116.720001,116.720001,116.720001,80.772034,0
2001-05-08,116.510002,116.510002,116.510002,116.510002,80.626717,0
2001-05-09,116.000000,116.000000,116.000000,116.000000,80.273788,0
2001-05-10,115.989998,115.989998,115.989998,115.989998,80.266861,0
2001-05-11,115.120003,115.120003,115.120003,115.120003,79.664818,0
2001-05-14,115.430000,115.430000,115.430000,115.430000,79.879326,0
2001-05-15,115.480003,115.480003,115.480003,115.480003,79.913910,0
2001-05-16,118.779999,118.779999,118.779999,118.779999,82.197571,0
2001-05-17,119.110001,119.110001,119.110001,119.110001,82.425987,0
2001-05-18,119.449997,119.449997,119.449997,119.449997,82.661232,0
2001-05-21,121.370003,121.370003,121.370003,121.370003,83.989876,0
2001-05-22,121.059998,121.059998,121.059998,121.059998,83.775337,0
2001-05-23,119.180000,119.180000,119.180000,119.180000,82.474365,0
2001-05-24,119.559998,119.559998,119.559998,119.559998,82.737328,0
2001-05-25,118.150002,118.150002,118.150002,118.150002,81.761604,0
2001-05-29,117.239998,117.239998,117.239998,117.239998,81.131874,0
2001-05-30,115.430000,115.430000,115.430000,115.430000,79.879326,0
2001-05-31,116.160004,116.160004,116.160004,116.160004,80.384499,0
2001-06-01,116.610001,116.610001,116.610001,116.610001,80.695877,0
2001-06-04,117.199997,117.199997,117.199997,117.199997,81.104187,0
2001-06-05,118.720001,118.720001,118.720001,118.720001,82.156029,0
2001-06-06,117.489998,117.489998,117.489998,117.489998,81.304878,0
2001-06-07,118.129997,118.129997,118.129997,118.129997,81.747765,0
2001-06-08,117.019997,117.019997,117.019997,117.019997,80.979630,0
2001-06-11,116.040001,116.040001,116.040001,116.040001,80.301422,0
2001-06-12,116.180000,116.180000,116.180000,116.180000,80.398338,0
2001-06-13,114.889999,114.889999,114.889999,114.889999,79.505630,0
2001-06-14,112.870003,112.870003,112.870003,112.870003,78.107750,0
2001-06-15,112.370003,112.370003,112.370003,112.370003,77.761749,0
2001-06-18,111.820000,111.820000,111.820000,111.820000,77.381126,0
2001-06-19,112.209999,112.209999,112.209999,112.209999,77.651031,0
2001-06-20,113.180000,113.180000,113.180000,113.180000,78.322281,0
2001-06-21,114.470001,114.470001,114.470001,114.470001,79.214966,0
2001-06-22,113.099998,113.099998,113.099998,113.099998,78.470512,0
2001-06-25,112.470001,112.470001,112.470001,112.470001,78.033417,0
2001-06-26,112.300003,112.300003,112.300003,112.300003,77.915512,0
2001-06-27,111.790001,111.790001,111.790001,111.790001,77.561638,0
2001-06-28,113.190002,113.190002,113.190002,113.190002,78.532982,0
2001-06-29,113.019997,113.019997,113.019997,113.019997,78.415009,0
2001-07-02,114.160004,114.160004,114.160004,114.160004,79.205963,0
2001-07-03,113.970001,113.970001,113.970001,113.970001,79.074142,0
2001-07-05,112.580002,112.580002,112.580002,112.580002,78.109726,0
2001-07-06,109.959999,109.959999,109.959999,109.959999,76.291931,0
2001-07-09,110.720001,110.720001,110.720001,110.720001,76.819252,0
2001-07-10,109.139999,109.139999,109.139999,109.139999,75.722984,0
2001-07-11,109.010002,109.010002,109.010002,109.010002,75.632820,0
2001-07-12,111.599998,111.599998,111.599998,111.599998,77.429779,0
2001-07-13,112.300003,112.300003,112.300003,112.300003,77.915512,0
2001-07-16,111.070000,111.070000,111.070000,111.070000,77.062073,0
2001-07-17,112.180000,112.180000,112.180000,112.180000,77.832214,0
2001-07-18,111.559998,111.559998,111.559998,111.559998,77.402061,0
2001-07-19,112.239998,112.239998,112.239998,112.239998,77.873856,0
2001-07-20,111.849998,111.849998,111.849998,111.849998,77.603233,0
2001-07-23,110.019997,110.019997,110.019997,110.019997,76.333588,0
2001-07-24,108.230003,108.230003,108.230003,108.230003,75.091637,0
2001-07-25,109.970001,109.970001,109.970001,109.970001,76.298866,0
2001-07-26,111.110001,111.110001,111.110001,111.110001,77.089851,0
2001-07-27,111.400002,111.400002,111.400002,111.400002,77.291008,0
2001-07-30,111.279999,111.279999,111.279999,111.279999,77.207764,0
2001-07-31,111.900002,111.900002,111.900002,111.900002,77.637939,0
2001-08-01,112.349998,112.349998,112.349998,112.349998,77.950150,0
2001-08-02,112.809998,112.809998,112.809998,112.809998,78.269341,0
2001-08-03,112.220001,112.220001,112.220001,112.220001,77.859955,0
2001-08-06,110.949997,110.949997,110.949997,110.949997,76.978821,0
2001-08-07,111.309998,111.309998,111.309998,111.309998,77.228584,0
2001-08-08,109.400002,109.400002,109.400002,109.400002,75.903397,0
2001-08-09,109.410004,109.410004,109.410004,109.410004,75.910339,0
2001-08-10,110.029999,110.029999,110.029999,110.029999,76.340508,0
2001-08-13,110.150002,110.150002,110.150002,110.150002,76.423767,0
2001-08-14,109.730003,109.730003,109.730003,109.730003,76.132339,0
2001-08-15,108.949997,108.949997,108.949997,108.949997,75.591171,0
2001-08-16,109.290001,109.290001,109.290001,109.290001,75.827080,0
2001-08-17,107.470001,107.470001,107.470001,107.470001,74.564323,0
2001-08-20,108.339996,108.339996,108.339996,108.339996,75.167961,0
2001-08-21,107.029999,107.029999,107.029999,107.029999,74.259048,0
2001-08-22,107.790001,107.790001,107.790001,107.790001,74.786369,0
2001-08-23,107.489998,107.489998,107.489998,107.489998,74.578217,0
2001-08-24,109.599998,109.599998,109.599998,109.599998,76.042152,0
2001-08-27,109.070000,109.070000,109.070000,109.070000,75.674446,0
2001-08-28,107.440002,107.440002,107.440002,107.440002,74.543510,0
2001-08-29,106.260002,106.260002,106.260002,106.260002,73.724823,0
2001-08-30,104.459999,104.459999,104.459999,104.459999,72.475983,0
2001-08-31,104.889999,104.889999,104.889999,104.889999,72.774292,0
2001-09-04,104.820000,104.820000,104.820000,104.820000,72.725693,0
