Date,Open,High,Low,Close,Adj Close,Volume
2011-05-04,47.740002,47.740002,47.740002,47.740002,39.152554,0
2011-05-05,47.310001,47.310001,47.310001,47.310001,38.799900,0
2011-05-06,47.500000,47.500000,47.500000,47.500000,38.955715,0
2011-05-09,47.709999,47.709999,47.709999,47.709999,39.127945,0
2011-05-10,48.099998,48.099998,48.099998,48.099998,39.447792,0
2011-05-11,47.590000,47.590000,47.590000,47.590000,39.029537,0
2011-05-12,47.830002,47.830002,47.830002,47.830002,39.226364,0
2011-05-13,47.439999,47.439999,47.439999,47.439999,38.906502,0
2011-05-16,47.150002,47.150002,47.150002,47.150002,38.668678,0
2011-05-17,47.150002,47.150002,47.150002,47.150002,38.668678,0
2011-05-18,47.570000,47.570000,47.570000,47.570000,39.013126,0
2011-05-19,47.680000,47.680000,47.680000,47.680000,39.103352,0
2011-05-20,47.310001,47.310001,47.310001,47.310001,38.799900,0
2011-05-23,46.750000,46.750000,46.750000,46.750000,38.340633,0
2011-05-24,46.709999,46.709999,46.709999,46.709999,38.307827,0
2011-05-25,46.860001,46.860001,46.860001,46.860001,38.430840,0
2011-05-26,47.060001,47.060001,47.060001,47.060001,38.594864,0
2011-05-27,47.259998,47.259998,47.259998,47.259998,38.758884,0
2011-05-31,47.759998,47.759998,47.759998,47.759998,39.168945,0
2011-06-01,46.680000,46.680000,46.680000,46.680000,38.283211,0
2011-06-02,46.619999,46.619999,46.619999,46.619999,38.234009,0
2011-06-03,46.169998,46.169998,46.169998,46.169998,37.864952,0
2011-06-06,45.680000,45.680000,45.680000,45.680000,37.463093,0
2011-06-07,45.639999,45.639999,45.639999,45.639999,37.430290,0
2011-06-08,45.450001,45.450001,45.450001,45.450001,37.274467,0
2011-06-09,45.790001,45.790001,45.790001,45.790001,37.553303,0
2011-06-10,45.150002,45.150002,45.150002,45.150002,37.028431,0
2011-06-13,45.189999,45.189999,45.189999,45.189999,37.061241,0
2011-06-14,45.770000,45.770000,45.770000,45.770000,37.536911,0
2011-06-15,44.970001,44.970001,44.970001,44.970001,36.880798,0
2011-06-16,45.060001,45.060001,45.060001,45.060001,36.954624,0
2011-06-17,45.189999,45.189999,45.189999,45.189999,37.061241,0
2011-06-20,45.439999,45.439999,45.439999,45.439999,37.266258,0
2011-06-21,46.049999,46.049999,46.049999,46.049999,37.766541,0
2011-06-22,45.759998,45.759998,45.759998,45.759998,37.528706,0
2011-06-23,45.630001,45.630001,45.630001,45.630001,37.422096,0
2011-06-24,45.090000,45.090000,45.090000,45.090000,36.979233,0
2011-06-27,45.509998,45.509998,45.509998,45.509998,37.323685,0
2011-06-28,46.110001,46.110001,46.110001,46.110001,37.815754,0
2011-06-29,46.500000,46.500000,46.500000,46.500000,38.135593,0
2011-06-30,46.970001,46.970001,46.970001,46.970001,38.521049,0
2011-07-01,47.650002,47.650002,47.650002,47.650002,39.078739,0
2011-07-05,47.590000,47.590000,47.590000,47.590000,39.029537,0
