Date,Open,High,Low,Close,Adj Close,Volume
2000-11-13,33.119999,33.119999,33.119999,33.119999,26.910309,0
2000-11-14,34.439999,34.439999,34.439999,34.439999,27.982828,0
2000-11-15,34.779999,34.779999,34.779999,34.779999,28.259075,0
2000-11-16,33.970001,33.970001,33.970001,33.970001,27.600950,0
2000-11-17,34.000000,34.000000,34.000000,34.000000,27.625322,0
2000-11-20,33.220001,33.220001,33.220001,33.220001,26.991564,0
2000-11-21,33.369999,33.369999,33.369999,33.369999,27.113441,0
2000-11-22,32.540001,32.540001,32.540001,32.540001,26.439054,0
2000-11-24,33.299999,33.299999,33.299999,33.299999,27.056572,0
2000-11-27,33.520000,33.520000,33.520000,33.520000,27.235321,0
2000-11-28,32.860001,32.860001,32.860001,32.860001,26.699064,0
2000-11-29,32.980000,32.980000,32.980000,32.980000,26.796562,0
2000-11-30,32.029999,32.029999,32.029999,32.029999,26.024668,0
2000-12-01,32.009998,32.009998,32.009998,32.009998,26.008427,0
2000-12-04,32.259998,32.259998,32.259998,32.259998,26.211555,0
2000-12-05,34.130001,34.130001,34.130001,34.130001,27.730946,0
2000-12-06,33.320000,33.320000,33.320000,33.320000,27.072815,0
2000-12-07,32.939999,32.939999,32.939999,32.939999,26.764063,0
2000-12-08,33.860001,33.860001,33.860001,33.860001,27.511570,0
2000-12-11,34.270000,34.270000,34.270000,34.270000,27.844692,0
2000-12-12,33.750000,33.750000,33.750000,33.750000,27.422195,0
2000-12-13,33.240002,33.240002,33.240002,33.240002,27.007814,0
2000-12-14,32.779999,32.779999,32.779999,32.779999,26.634058,0
2000-12-15,31.730000,31.730000,31.730000,31.730000,25.780928,0
2000-12-18,31.580000,31.580000,31.580000,31.580000,25.659052,0
2000-12-19,31.000000,31.000000,31.000000,31.000000,25.187786,0
2000-12-20,29.600000,29.600000,29.600000,29.600000,24.050287,0
2000-12-21,29.799999,29.799999,29.799999,29.799999,24.212790,0
2000-12-22,30.830000,30.830000,30.830000,30.830000,25.049662,0
2000-12-26,30.730000,30.730000,30.730000,30.730000,24.968416,0
2000-12-27,30.950001,30.950001,30.950001,30.950001,25.147163,0
2000-12-28,31.010000,31.010000,31.010000,31.010000,25.195910,0
2000-12-29,30.570000,30.570000,30.570000,30.570000,24.838419,0
2001-01-02,29.250000,29.250000,29.250000,29.250000,23.765907,0
2001-01-03,31.080000,31.080000,31.080000,31.080000,25.252794,0
2001-01-04,30.480000,30.480000,30.480000,30.480000,24.765289,0
2001-01-05,29.590000,29.590000,29.590000,29.590000,24.042150,0
2001-01-08,29.490000,29.490000,29.490000,29.490000,23.960905,0
2001-01-09,29.760000,29.760000,29.760000,29.760000,24.180277,0
2001-01-10,29.980000,29.980000,29.980000,29.980000,24.359034,0
2001-01-11,30.400000,30.400000,30.400000,30.400000,24.700289,0
2001-01-12,30.139999,30.139999,30.139999,30.139999,24.489031,0
2001-01-16,30.389999,30.389999,30.389999,30.389999,24.692162,0
2001-01-17,30.469999,30.469999,30.469999,30.469999,24.757162,0
2001-01-18,31.190001,31.190001,31.190001,31.190001,25.342171,0
2001-01-19,31.110001,31.110001,31.110001,31.110001,25.277170,0
2001-01-22,31.160000,31.160000,31.160000,31.160000,25.317795,0
2001-01-23,31.629999,31.629999,31.629999,31.629999,25.699673,0
2001-01-24,31.719999,31.719999,31.719999,31.719999,25.772799,0
2001-01-25,31.450001,31.450001,31.450001,31.450001,25.553415,0
2001-01-26,31.469999,31.469999,31.469999,31.469999,25.569670,0
2001-01-29,31.570000,31.570000,31.570000,31.570000,25.650919,0
2001-01-30,31.719999,31.719999,31.719999,31.719999,25.772799,0
2001-01-31,31.440001,31.440001,31.440001,31.440001,25.545307,0
2001-02-01,31.629999,31.629999,31.629999,31.629999,25.699673,0
2001-02-02,30.950001,30.950001,30.950001,30.950001,25.147163,0
2001-02-05,30.990000,30.990000,30.990000,30.990000,25.179670,0
2001-02-06,30.969999,30.969999,30.969999,30.969999,25.163416,0
2001-02-07,30.680000,30.680000,30.680000,30.680000,24.927790,0
2001-02-08,30.309999,30.309999,30.309999,30.309999,24.627157,0
2001-02-09,29.680000,29.680000,29.680000,29.680000,24.115282,0
2001-02-12,30.150000,30.150000,30.150000,30.150000,24.497164,0
2001-02-13,29.770000,29.770000,29.770000,29.770000,24.188404,0
2001-02-14,29.889999,29.889999,29.889999,29.889999,24.285908,0
2001-02-15,30.240000,30.240000,30.240000,30.240000,24.570286,0
2001-02-16,29.500000,29.500000,29.500000,29.500000,23.969027,0
2001-02-20,28.870001,28.870001,28.870001,28.870001,23.457146,0
2001-02-21,28.320000,28.320000,28.320000,28.320000,23.010271,0
2001-02-22,28.180000,28.180000,28.180000,28.180000,22.896515,0
2001-02-23,28.080000,28.080000,28.080000,28.080000,22.815266,0
2001-02-26,28.520000,28.520000,28.520000,28.520000,23.172764,0
2001-02-27,28.139999,28.139999,28.139999,28.139999,22.864019,0
2001-02-28,27.740000,27.740000,27.740000,27.740000,22.539011,0
2001-03-01,27.840000,27.840000,27.840000,27.840000,22.620264,0
2001-03-02,27.270000,27.270000,27.270000,27.270000,22.157135,0
2001-03-05,27.500000,27.500000,27.500000,27.500000,22.344013,0
2001-03-06,27.770000,27.770000,27.770000,27.770000,22.563387,0
2001-03-07,27.799999,27.799999,27.799999,27.799999,22.587759,0
2001-03-08,27.719999,27.719999,27.719999,27.719999,22.522762,0
2001-03-09,26.830000,26.830000,26.830000,26.830000,21.799633,0
2001-03-12,25.450001,25.450001,25.450001,25.450001,20.678360,0
2001-03-13,26.120001,26.120001,26.120001,26.120001,21.222738,0
2001-03-14,25.480000,25.480000,25.480000,25.480000,20.702740,0
2001-03-15,25.490000,25.490000,25.490000,25.490000,20.710865,0
2001-03-16,24.910000,24.910000,24.910000,24.910000,20.239607,0
2001-03-19,25.309999,25.309999,25.309999,25.309999,20.564617,0
2001-03-20,24.629999,24.629999,24.629999,24.629999,20.012110,0
2001-03-21,24.230000,24.230000,24.230000,24.230000,19.687107,0
2001-03-22,24.410000,24.410000,24.410000,24.410000,19.833347,0
2001-03-23,24.920000,24.920000,24.920000,24.920000,20.247740,0
2001-03-26,25.059999,25.059999,25.059999,25.059999,20.361485,0
2001-03-27,25.799999,25.799999,25.799999,25.799999,20.962742,0
2001-03-28,25.160000,25.160000,25.160000,25.160000,20.442739,0
2001-03-29,24.950001,24.950001,24.950001,24.950001,20.272114,0
2001-03-30,25.190001,25.190001,25.190001,25.190001,20.467108,0
2001-04-02,24.820000,24.820000,24.820000,24.820000,20.166485,0
2001-04-03,23.820000,23.820000,23.820000,23.820000,19.353971,0
2001-04-04,23.760000,23.760000,23.760000,23.760000,19.305229,0
2001-04-05,24.990000,24.990000,24.990000,24.990000,20.304605,0
2001-04-06,24.540001,24.540001,24.540001,24.540001,19.938980,0
2001-04-09,24.670000,24.670000,24.670000,24.670000,20.044607,0
2001-04-10,25.290001,25.290001,25.290001,25.290001,20.548363,0
2001-04-11,25.309999,25.309999,25.309999,25.309999,20.564617,0
2001-04-12,25.780001,25.780001,25.780001,25.780001,20.946497,0
2001-04-16,25.570000,25.570000,25.570000,25.570000,20.775869,0
2001-04-17,25.920000,25.920000,25.920000,25.920000,21.060240,0
2001-04-18,27.110001,27.110001,27.110001,27.110001,22.027128,0
2001-04-19,27.740000,27.740000,27.740000,27.740000,22.539011,0
2001-04-20,27.510000,27.510000,27.510000,27.510000,22.352131,0
2001-04-23,26.870001,26.870001,26.870001,26.870001,21.832129,0
2001-04-24,26.370001,26.370001,26.370001,26.370001,21.425867,0
2001-04-25,26.900000,26.900000,26.900000,26.900000,21.856501,0
2001-04-26,26.950001,26.950001,26.950001,26.950001,21.897133,0
2001-04-27,27.400000,27.400000,27.400000,27.400000,22.262754,0
2001-04-30,27.430000,27.430000,27.430000,27.430000,22.287134,0
2001-05-01,27.940001,27.940001,27.940001,27.940001,22.701515,0
2001-05-02,28.120001,28.120001,28.120001,28.120001,22.847763,0
2001-05-03,27.590000,27.590000,27.590000,27.590000,22.417137,0
