Date,S&P North American Technology Sector Index (TR),S&P North American Technology Sector Index,,,,,,,
9/21/16,317.06,499.85,,,,,,,
9/22/16,319.26,503.32,,,,,,,
9/23/16,316.78,499.41,,,,,,,
9/26/16,314.66,496.07,,,,,,,
9/27/16,318.54,502.18,,,,,,,
9/28/16,319.91,504.32,,,,,,,
9/29/16,318.28,501.75,,,,,,,
9/30/16,320.26,504.88,,,,,,,
10/3/16,319.49,503.52,,,,,,,
10/4/16,318.81,502.45,,,,,,,
10/5/16,320.71,505.42,,,,,,,
10/6/16,320.91,505.73,,,,,,,
10/7/16,319.88,504.05,,,,,,,
10/10/16,321.5,506.6,,,,,,,
10/11/16,317.14,499.73,,,,,,,
10/12/16,317.13,499.71,,,,,,,
10/13/16,315.12,496.55,,,,,,,
10/14/16,316.14,498.15,,,,,,,
10/17/16,315.02,496.38,,,,,,,
10/18/16,317.64,500.52,,,,,,,
10/19/16,318.07,501.11,,,,,,,
10/20/16,317.17,499.69,,,,,,,
10/21/16,319.11,502.75,,,,,,,
10/24/16,323.08,509.01,,,,,,,
10/25/16,321.71,506.85,,,,,,,
10/26/16,320.09,504.3,,,,,,,
10/27/16,318.6,501.94,,,,,,,
10/28/16,317.75,500.6,,,,,,,
10/31/16,318.25,501.38,,,,,,,
11/1/16,315.83,497.57,,,,,,,
11/2/16,312.82,492.82,,,,,,,
11/3/16,310.76,489.17,,,,,,,
11/4/16,309.49,487.16,,,,,,,
11/7/16,317.14,499.21,,,,,,,
11/8/16,318.82,501.72,,,,,,,
11/9/16,317.98,500.39,,,,,,,
11/10/16,312.86,492.33,,,,,,,
11/11/16,314.6,495.06,,,,,,,
11/14/16,309.93,487.7,,,,,,,
11/15/16,314.32,494.3,,,,,,,
11/16/16,316.85,498.22,,,,,,,
11/17/16,319.33,502.12,,,,,,,
11/18/16,318.94,501.5,,,,,,,
11/21/16,322.36,506.87,,,,,,,
11/22/16,322.88,507.67,,,,,,,
11/23/16,321.59,505.63,,,,,,,
11/25/16,322.67,507.32,,,,,,,
11/28/16,321.72,505.75,,,,,,,
11/29/16,321.99,506.16,,,,,,,
11/30/16,318.32,500.36,,,,,,,
12/1/16,311.1,489.02,,,,,,,
12/2/16,312.21,490.76,,,,,,,
12/5/16,316.1,496.87,,,,,,,
12/6/16,317.2,498.59,,,,,,,
12/7/16,322.73,507.26,,,,,,,
12/8/16,324.02,509.3,,,,,,,
12/9/16,325.49,511.6,,,,,,,
12/12/16,323.8,508.9,,,,,,,
12/13/16,327.58,514.81,,,,,,,
12/14/16,326.38,512.87,,,,,,,
12/15/16,327.32,514.34,,,,,,,
12/16/16,324.9,510.53,,,,,,,
12/19/16,326.85,513.59,,,,,,,
12/20/16,328.1,515.55,,,,,,,
12/21/16,327.35,514.36,,,,,,,
12/22/16,325.9,512.08,,,,,,,
12/23/16,326.17,512.52,,,,,,,
12/27/16,328.02,515.4,,,,,,,
12/28/16,325.02,510.68,,,,,,,
12/29/16,324.83,510.38,,,,,,,
12/30/16,321.55,505.23,,,,,,,
1/3/17,324.3,509.5,,,,,,,
1/4/17,326.3,512.49,,,,,,,
1/5/17,327.29,514.04,,,,,,,
1/6/17,330.36,518.84,,,,,,,
1/9/17,330.84,519.6,,,,,,,
1/10/17,330.81,519.55,,,,,,,
1/11/17,332.87,522.79,,,,,,,
1/12/17,332.39,522.03,,,,,,,
1/13/17,333.84,524.3,,,,,,,
1/17/17,331.79,521.09,,,,,,,
1/18/17,332.9,522.82,,,,,,,
1/19/17,332.26,521.82,,,,,,,
1/20/17,333.83,524.29,,,,,,,
1/23/17,334.04,524.62,,,,,,,
1/24/17,337.83,530.58,,,,,,,
1/25/17,341.46,536.27,,,,,,,
1/26/17,340.68,535.05,,,,,,,
1/27/17,341.76,536.7,,,,,,,
1/30/17,339.13,532.55,,,,,,,
1/31/17,337.34,529.73,,,,,,,
2/1/17,338.97,532.3,,,,,,,
2/2/17,339.37,532.91,,,,,,,
2/3/17,341.25,535.74,,,,,,,
2/6/17,341.36,535.9,,,,,,,
2/7/17,342.69,537.99,,,,,,,
2/8/17,343.43,539.03,,,,,,,
2/9/17,344.92,541.14,,,,,,,
2/10/17,345.96,542.76,,,,,,,
2/13/17,347.9,545.8,,,,,,,
2/14/17,348.74,546.83,,,,,,,
2/15/17,350.46,549.49,,,,,,,
2/16/17,350.97,550.28,,,,,,,
2/17/17,351.93,551.78,,,,,,,
2/21/17,354.08,555.14,,,,,,,
2/22/17,354.53,555.8,,,,,,,
2/23/17,353.6,554.34,,,,,,,
2/24/17,354.09,555.09,,,,,,,
2/27/17,354.14,555.07,,,,,,,
2/28/17,352.29,552.15,,,,,,,
3/1/17,357,559.53,,,,,,,
3/2/17,354.42,555.5,,,,,,,
3/3/17,354.91,556.26,,,,,,,
3/6/17,354.26,555.2,,,,,,,
3/7/17,354.55,555.66,,,,,,,
3/8/17,355.02,556.36,,,,,,,
3/9/17,354.97,556.29,,,,,,,
3/10/17,356.65,558.91,,,,,,,
3/13/17,357.41,560.08,,,,,,,
3/14/17,356.41,558.5,,,,,,,
3/15/17,358.58,561.89,,,,,,,
3/16/17,359.45,563.21,,,,,,,
3/17/17,359.72,563.62,,,,,,,
3/20/17,359.86,563.82,,,,,,,
3/21/17,354,554.63,,,,,,,
3/22/17,356.53,558.6,,,,,,,
3/23/17,355.68,557.27,,,,,,,
3/24/17,355.97,557.73,,,,,,,
3/27/17,356.42,558.42,,,,,,,
3/28/17,358.7,561.97,,,,,,,
3/29/17,359.95,563.9,,,,,,,
3/30/17,360.55,564.84,,,,,,,
3/31/17,360.51,564.78,,,,,,,
4/3/17,359.68,563.47,,,,,,,
4/4/17,359.81,563.53,,,,,,,
4/5/17,358.58,561.58,,,,,,,
4/6/17,358.63,561.64,,,,,,,
4/7/17,358.4,561.28,,,,,,,
4/10/17,358.44,561.28,,,,,,,
4/11/17,357.3,559.42,,,,,,,
4/12/17,355.43,556.49,,,,,,,
4/13/17,353.69,553.77,,,,,,,
4/17/17,357.64,559.95,,,,,,,
4/18/17,357.6,559.88,,,,,,,
4/19/17,357.5,559.72,,,,,,,
4/20/17,360.78,564.87,,,,,,,
4/21/17,360.43,564.32,,,,,,,
4/24/17,365.21,571.8,,,,,,,
4/25/17,367.49,575.37,,,,,,,
4/26/17,366.74,574.19,,,,,,,
4/27/17,369.4,578.31,,,,,,,
4/28/17,370.04,579.31,,,,,,,
5/1/17,373.44,584.63,,,,,,,
5/2/17,374.26,585.92,,,,,,,
5/3/17,373.52,584.61,,,,,,,
5/4/17,374.07,585.48,,,,,,,
5/5/17,375.21,587.26,,,,,,,
5/8/17,376.34,588.87,,,,,,,
5/9/17,377.02,589.94,,,,,,,
5/10/17,378.36,592.04,,,,,,,
5/11/17,377.61,590.64,,,,,,,
5/12/17,378.71,592.33,,,,,,,
5/15/17,381.05,596,,,,,,,
5/16/17,383.35,599.3,,,,,,,
5/17/17,372.65,582.55,,,,,,,
5/18/17,374.67,585.7,,,,,,,
5/19/17,376.76,588.95,,,,,,,
5/22/17,380.64,595,,,,,,,
5/23/17,380.88,595.35,,,,,,,
5/24/17,383.11,598.82,,,,,,,
5/25/17,386.34,603.87,,,,,,,
5/26/17,386.53,604.06,,,,,,,
5/30/17,387.45,605.47,,,,,,,
5/31/17,386.63,604.19,,,,,,,
6/1/17,388.51,607.13,,,,,,,
6/2/17,392.1,612.74,,,,,,,
6/5/17,392.52,613.36,,,,,,,
6/6/17,391.56,611.87,,,,,,,
6/7/17,392.51,613.31,,,,,,,
6/8/17,394.22,615.97,,,,,,,
6/9/17,383.6,599.37,,,,,,,
6/12/17,380.58,594.61,,,,,,,
6/13/17,384.04,600,,,,,,,
6/14/17,382.08,596.92,,,,,,,
6/15/17,380.08,593.75,,,,,,,
6/16/17,380.33,594.14,,,,,,,
6/19/17,385.96,602.91,,,,,,,
6/20/17,383,598.29,,,,,,,
6/21/17,385.7,602.5,,,,,,,
6/22/17,386.18,603.26,,,,,,,
6/23/17,388.92,607.54,,,,,,,
6/26/17,386.72,604.1,,,,,,,
6/27/17,380.12,593.79,,,,,,,
6/28/17,385.32,601.89,,,,,,,
6/29/17,378.42,591.1,,,,,,,
6/30/17,377.82,590.16,,,,,,,
7/3/17,374.39,584.81,,,,,,,
7/5/17,378.43,590.93,,,,,,,
7/6/17,375.2,585.87,,,,,,,
7/7/17,380.32,593.87,,,,,,,
7/10/17,383.4,598.68,,,,,,,
7/11/17,384.79,600.85,,,,,,,
7/12/17,390.11,609.15,,,,,,,
7/13/17,390.67,610.03,,,,,,,
7/14/17,393.73,614.8,,,,,,,
7/17/17,393.99,615.15,,,,,,,
7/18/17,396.83,619.59,,,,,,,
7/19/17,399.26,623.38,,,,,,,
7/20/17,399.53,623.8,,,,,,,
7/21/17,399,622.97,,,,,,,
7/24/17,400.27,624.97,,,,,,,
7/25/17,400.15,624.78,,,,,,,
7/26/17,401.34,626.63,,,,,,,
7/27/17,397.99,621.35,,,,,,,
7/28/17,396.97,619.74,,,,,,,
7/31/17,394.2,615.41,,,,,,,
8/1/17,396.26,618.63,,,,,,,
8/2/17,395.83,617.96,,,,,,,
8/3/17,394.92,616.39,,,,,,,
8/4/17,395.5,617.3,,,,,,,
8/7/17,397.6,620.57,,,,,,,
8/8/17,396.6,618.85,,,,,,,
8/9/17,395.56,617.24,,,,,,,
8/10/17,387.08,603.78,,,,,,,
8/11/17,389.97,608.28,,,,,,,
8/14/17,396.17,617.95,,,,,,,
8/15/17,396.57,618.29,,,,,,,
8/16/17,397.77,620.13,,,,,,,
8/17/17,389.86,607.78,,,,,,,
8/18/17,389.67,607.48,,,,,,,
8/21/17,389.37,607.01,,,,,,,
8/22/17,394.92,615.63,,,,,,,
8/23/17,393.98,614.13,,,,,,,
8/24/17,393.74,613.77,,,,,,,
8/25/17,393,612.61,,,,,,,
8/28/17,393.93,613.96,,,,,,,
8/29/17,395.5,616.38,,,,,,,
8/30/17,399.4,622.45,,,,,,,
8/31/17,402.7,627.59,,,,,,,
9/1/17,402.63,627.48,,,,,,,
9/5/17,399.09,621.96,,,,,,,
9/6/17,399.87,623.18,,,,,,,
9/7/17,402.11,626.61,,,,,,,
9/8/17,398.84,621.51,,,,,,,
9/11/17,404.83,630.84,,,,,,,
9/12/17,405.91,632.48,,,,,,,
9/13/17,405.78,632.28,,,,,,,
9/14/17,404.41,630.1,,,,,,,
9/15/17,405.24,631.38,,,,,,,
9/18/17,405.48,631.71,,,,,,,
9/19/17,406.68,633.57,,,,,,,
9/20/17,405.31,631.42,,,,,,,
9/21/17,403.38,628.42,,,,,,,
9/22/17,403.86,629.17,,,,,,,
9/25/17,397.7,619.57,,,,,,,
9/26/17,398.52,620.85,,,,,,,
9/27/17,403.37,628.4,,,,,,,
9/28/17,404.13,629.56,,,,,,,
9/29/17,406.97,633.98,,,,,,,
10/2/17,407.79,635.26,,,,,,,
10/3/17,408.79,636.81,,,,,,,
10/4/17,409.14,637.21,,,,,,,
10/5/17,413.3,643.66,,,,,,,
10/6/17,414.9,646.14,,,,,,,
10/9/17,415.6,647.23,,,,,,,
10/10/17,415.6,647.17,,,,,,,
10/11/17,417.34,649.87,,,,,,,
10/12/17,417.81,650.61,,,,,,,
10/13/17,419.78,653.68,,,,,,,
10/16/17,420.7,655.11,,,,,,,
10/17/17,420.55,654.87,,,,,,,
10/18/17,421.58,656.38,,,,,,,
10/19/17,420.4,654.55,,,,,,,
10/20/17,423.04,658.66,,,,,,,
10/23/17,420.99,655.47,,,,,,,
10/24/17,422.63,658.03,,,,,,,
10/25/17,420.97,655.44,,,,,,,
10/26/17,422.58,657.95,,,,,,,
10/27/17,435.29,677.74,,,,,,,
10/30/17,436.23,679.13,,,,,,,
10/31/17,437.75,681.49,,,,,,,
11/1/17,437.81,681.57,,,,,,,
11/2/17,437.65,681.32,,,,,,,
11/3/17,440.82,686.25,,,,,,,
11/6/17,442.62,688.92,,,,,,,
11/7/17,441.46,687.12,,,,,,,
11/8/17,443.91,690.92,,,,,,,
11/9/17,440.22,685.05,,,,,,,
11/10/17,440.38,685.08,,,,,,,
11/13/17,440.6,685.43,,,,,,,
11/14/17,440.55,685.32,,,,,,,
11/15/17,437.2,679.79,,,,,,,
11/16/17,443.12,688.94,,,,,,,
11/17/17,441.02,685.66,,,,,,,
11/20/17,442.51,687.97,,,,,,,
11/21/17,447.66,695.98,,,,,,,
11/22/17,446.78,694.56,,,,,,,
11/24/17,449.91,699.43,,,,,,,
11/27/17,449.81,699.28,,,,,,,
11/28/17,451.11,701.2,,,,,,,
11/29/17,439.2,682.67,,,,,,,
11/30/17,443.09,688.68,,,,,,,
12/1/17,440.29,684.32,,,,,,,
12/4/17,431.44,670.57,,,,,,,
12/5/17,432.36,671.98,,,,,,,
12/6/17,435.33,676.59,,,,,,,
12/7/17,438.5,681.48,,,,,,,
12/8/17,440.28,684.25,,,,,,,
12/11/17,443.16,688.73,,,,,,,
12/12/17,441.95,686.81,,,,,,,
12/13/17,442.36,687.46,,,,,,,
12/14/17,442.36,687.43,,,,,,,
12/15/17,447.41,695.26,,,,,,,
12/18/17,451.19,701.06,,,,,,,
12/19/17,449.14,697.85,,,,,,,
12/20/17,448.64,697.07,,,,,,,
12/21/17,447.3,694.98,,,,,,,
12/22/17,446.6,693.9,,,,,,,
12/26/17,444.4,690.47,,,,,,,
12/27/17,445.22,691.75,,,,,,,
12/28/17,446.04,693,,,,,,,
12/29/17,443.04,688.34,,,,,,,
1/2/18,449.62,698.56,,,,,,,
1/3/18,455.02,706.94,,,,,,,
1/4/18,457.25,710.25,,,,,,,
1/5/18,462.54,718.47,,,,,,,
1/8/18,465.27,722.68,,,,,,,
1/9/18,464.12,720.83,,,,,,,
1/10/18,463.01,719.1,,,,,,,
1/11/18,466.52,724.55,,,,,,,
1/12/18,469.83,729.7,,,,,,,
1/16/18,467.84,726.61,,,,,,,
1/17/18,473.92,736.04,,,,,,,
1/18/18,474.57,737.05,,,,,,,
1/19/18,475.75,738.88,,,,,,,
1/22/18,480.4,746.11,,,,,,,
1/23/18,484.86,753.03,,,,,,,
1/24/18,481.28,747.47,,,,,,,
1/25/18,481.4,747.67,,,,,,,
1/26/18,489.54,760.3,,,,,,,
1/29/18,486.66,755.82,,,,,,,
1/30/18,482.66,749.56,,,,,,,
1/31/18,485.56,754.04,,,,,,,
2/1/18,483.85,751.39,,,,,,,
2/2/18,473.25,734.93,,,,,,,
2/5/18,454.9,706.42,,,,,,,
2/6/18,466.9,724.9,,,,,,,
2/7/18,461.81,717,,,,,,,
2/8/18,442.53,686.93,,,,,,,
2/9/18,451.18,700.14,,,,,,,
2/12/18,459.39,712.88,,,,,,,
2/13/18,461.45,716.07,,,,,,,
2/14/18,471.17,730.84,,,,,,,
2/15/18,479.49,743.71,,,,,,,
2/16/18,478.18,741.68,,,,,,,
2/20/18,480.02,744.51,,,,,,,
2/21/18,478.1,741.5,,,,,,,
2/22/18,478.07,741.43,,,,,,,
2/23/18,487.51,756.06,,,,,,,
2/26/18,494.56,766.98,,,,,,,
2/27/18,490.1,759.96,,,,,,,
2/28/18,487.72,756.24,,,,,,,
3/1/18,480.56,745.14,,,,,,,
3/2/18,485.85,753.34,,,,,,,
3/5/18,491.48,762.08,,,,,,,
3/6/18,493.94,765.88,,,,,,,
3/7/18,497.19,770.91,,,,,,,
3/8/18,498.95,773.58,,,,,,,
3/9/18,508.7,788.7,,,,,,,
3/12/18,510.34,791.24,,,,,,,
3/13/18,504.54,782.21,,,,,,,
3/14/18,505.13,783.1,,,,,,,
3/15/18,504.96,782.82,,,,,,,
3/16/18,504.44,782.01,,,,,,,
3/19/18,494.47,766.55,,,,,,,
3/20/18,496.34,769.42,,,,,,,
3/21/18,494.47,766.45,,,,,,,
3/22/18,481.32,746.07,,,,,,,
3/23/18,468.39,726.03,,,,,,,
3/26/18,486.08,753.45,,,,,,,
3/27/18,469.22,727.3,,,,,,,
3/28/18,462.88,717.42,,,,,,,
3/29/18,472.69,732.61,,,,,,,
4/2/18,459.39,712,,,,,,,
4/3/18,464.01,719.17,,,,,,,
4/4/18,470.03,728.33,,,,,,,
4/5/18,473.01,732.94,,,,,,,
4/6/18,461.15,714.55,,,,,,,
4/9/18,464.06,719.05,,,,,,,
4/10/18,475.4,736.61,,,,,,,
4/11/18,473.65,733.82,,,,,,,
4/12/18,479.66,743.12,,,,,,,
4/13/18,477.31,739.48,,,,,,,
4/16/18,480.51,744.38,,,,,,,
4/17/18,492.09,762.31,,,,,,,
4/18/18,492.09,762.32,,,,,,,
4/19/18,488,755.98,,,,,,,
4/20/18,481.38,745.73,,,,,,,
4/23/18,479.05,742.11,,,,,,,
4/24/18,469.03,726.59,,,,,,,
4/25/18,467.85,724.76,,,,,,,
4/26/18,478.75,741.65,,,,,,,
4/27/18,478.71,741.59,,,,,,,
4/30/18,476.57,738.28,,,,,,,
5/1/18,482.05,746.77,,,,,,,
5/2/18,480.96,745.07,,,,,,,
5/3/18,482.23,747.05,,,,,,,
5/4/18,490.34,759.4,,,,,,,
5/7/18,494.79,766.28,,,,,,,
5/8/18,496.21,768.46,,,,,,,
5/9/18,502.84,778.59,,,,,,,
5/10/18,507.69,786.1,,,,,,,
5/11/18,506.13,783.41,,,,,,,
5/14/18,505.7,782.72,,,,,,,
5/15/18,501.13,775.65,,,,,,,
5/16/18,503.4,778.86,,,,,,,
5/17/18,501.42,775.75,,,,,,,
5/18/18,499.48,772.73,,,,,,,
5/21/18,503.38,778.75,,,,,,,
5/22/18,501.74,776.21,,,,,,,
5/23/18,506.34,783.29,,,,,,,
5/24/18,506.16,782.99,,,,,,,
5/25/18,506.59,783.65,,,,,,,
5/29/18,503.86,779.33,,,,,,,
5/30/18,507.93,785.6,,,,,,,
5/31/18,507.92,785.56,,,,,,,
6/1/18,516.91,799.47,,,,,,,
6/4/18,521.29,806.25,,,,,,,
6/5/18,524.61,811.34,,,,,,,
6/6/18,527.36,815.61,,,,,,,
6/7/18,521.53,806.52,,,,,,,
6/8/18,521.92,807.12,,,,,,,
6/11/18,522.28,807.69,,,,,,,
6/12/18,525.75,813,,,,,,,
6/13/18,525.56,812.71,,,,,,,
6/14/18,529.56,818.86,,,,,,,
6/15/18,527.81,816.14,,,,,,,
6/18/18,529.32,818.48,,,,,,,
6/19/18,526.83,814.52,,,,,,,
6/20/18,529.16,818.12,,,,,,,
6/21/18,524.38,810.74,,,,,,,
6/22/18,521.56,806.37,,,,,,,
6/25/18,508.24,785.78,,,,,,,
6/26/18,511.48,790.8,,,,,,,
6/27/18,503.04,777.73,,,,,,,
6/28/18,509.33,787.43,,,,,,,
6/29/18,509.33,787.43,,,,,,,
7/2/18,514.68,795.7,,,,,,,
7/3/18,508.58,786.28,,,,,,,
7/5/18,515.69,797.09,,,,,,,
7/6/18,521.98,806.79,,,,,,,
7/9/18,526.62,813.94,,,,,,,
7/10/18,527.58,815.43,,,,,,,
7/11/18,525.74,812.59,,,,,,,
7/12/18,535.08,827.02,,,,,,,
7/13/18,534.32,825.85,,,,,,,
7/16/18,533.04,823.81,,,,,,,
7/17/18,537.05,830.01,,,,,,,
7/18/18,536.77,829.57,,,,,,,
7/19/18,534.04,825.35,,,,,,,
7/20/18,533.96,825.23,,,,,,,
7/23/18,535.72,827.94,,,,,,,
7/24/18,537.19,830.22,,,,,,,
7/25/18,545.43,842.95,,,,,,,
7/26/18,537.13,830.13,,,,,,,
7/27/18,527.43,815.14,,,,,,,
7/30/18,516.65,798.41,,,,,,,
7/31/18,518,800.47,,,,,,,
8/1/18,521.81,806.37,,,,,,,
8/2/18,529.43,818.14,,,,,,,
8/3/18,530.05,819.1,,,,,,,
8/6/18,534.43,825.71,,,,,,,
8/7/18,536.8,829.36,,,,,,,
8/8/18,538.44,831.89,,,,,,,
8/9/18,538.68,832.12,,,,,,,
8/10/18,534.85,825.94,,,,,,,
8/13/18,533.73,824.2,,,,,,,
8/14/18,537.14,829.45,,,,,,,
8/15/18,530.7,819.23,,,,,,,
8/16/18,531.73,820.77,,,,,,,
8/17/18,531.98,821.15,,,,,,,
8/20/18,532.11,821.34,,,,,,,
8/21/18,533.74,823.84,,,,,,,
8/22/18,537.06,828.94,,,,,,,
8/23/18,537.72,829.93,,,,,,,
8/24/18,544.14,839.85,,,,,,,
8/27/18,549.29,847.79,,,,,,,
8/28/18,550.57,849.77,,,,,,,
8/29/18,556.79,859.34,,,,,,,
8/30/18,555.37,857.11,,,,,,,
8/31/18,556.19,858.36,,,,,,,
9/4/18,555.63,857.39,,,,,,,
9/5/18,545.8,842.23,,,,,,,
9/6/18,541.68,835.86,,,,,,,
9/7/18,540.67,834.29,,,,,,,
9/10/18,542.25,836.73,,,,,,,
9/11/18,547.14,844.22,,,,,,,
9/12/18,545.87,842.26,,,,,,,
9/13/18,550.48,849.31,,,,,,,
9/14/18,550.62,849.51,,,,,,,
9/17/18,541.41,835.3,,,,,,,
9/18/18,546,842.29,,,,,,,
9/19/18,544.46,839.91,,,,,,,
9/20/18,550.4,849.06,,,,,,,
9/21/18,547.79,845.04,,,,,,,
9/24/18,550.1,848.61,,,,,,,
9/25/18,551.66,851,,,,,,,
9/26/18,550.5,849.21,,,,,,,
9/27/18,554.12,854.77,,,,,,,
9/28/18,554.61,855.53,,,,,,,
10/1/18,555.12,856.31,,,,,,,
10/2/18,552.6,852.42,,,,,,,
10/3/18,554.31,855.06,,,,,,,
10/4/18,543.32,837.93,,,,,,,
10/5/18,536.52,827.41,,,,,,,
10/8/18,529.61,816.76,,,,,,,
10/9/18,530,817.34,,,,,,,
10/10/18,504.05,777.33,,,,,,,
10/11/18,498.59,768.9,,,,,,,
10/12/18,513.44,791.8,,,,,,,
10/15/18,506.76,781.45,,,,,,,
10/16/18,522.83,806.23,,,,,,,
10/17/18,522.01,804.86,,,,,,,
10/18/18,509.78,786,,,,,,,
10/19/18,507.31,782.2,,,,,,,
10/22/18,511.33,788.39,,,,,,,
10/23/18,509.07,784.9,,,,,,,
10/24/18,484.67,747.29,,,,,,,
10/25/18,502.19,774.3,,,,,,,
10/26/18,489.08,754.09,,,,,,,
10/29/18,477.07,735.57,,,,,,,
10/30/18,484.09,746.31,,,,,,,
10/31/18,497.78,767.4,,,,,,,
11/1/18,505.08,778.64,,,,,,,
11/2/18,498.67,768.77,,,,,,,
11/5/18,495.96,764.59,,,,,,,
11/6/18,499.29,769.56,,,,,,,
11/7/18,514.88,793.6,,,,,,,
11/8/18,512.44,789.44,,,,,,,
11/9/18,502.75,774.5,,,,,,,
11/12/18,486.12,748.88,,,,,,,
11/13/18,486.7,749.76,,,,,,,
11/14/18,482.59,743.13,,,,,,,
11/15/18,492.79,758.76,,,,,,,
11/16/18,489.88,754.27,,,,,,,
11/19/18,469.41,722.75,,,,,,,
11/20/18,463.15,713.09,,,,,,,
11/21/18,467.56,719.85,,,,,,,
11/23/18,463.99,714.34,,,,,,,
11/26/18,476.05,732.9,,,,,,,
11/27/18,476.03,732.87,,,,,,,
11/28/18,493.11,759.12,,,,,,,
11/29/18,490.84,755.61,,,,,,,
11/30/18,496.2,763.86,,,,,,,
12/3/18,505.84,778.7,,,,,,,
12/4/18,485.56,747.44,,,,,,,
12/6/18,489.4,753.26,,,,,,,
12/7/18,472.95,727.94,,,,,,,
12/10/18,479.03,737.3,,,,,,,
12/11/18,479.73,738.36,,,,,,,
12/12/18,484.96,746.39,,,,,,,
12/13/18,484.51,745.61,,,,,,,
12/14/18,473.38,728.47,,,,,,,
12/17/18,460.84,709.17,,,,,,,
12/18/18,466.08,717.09,,,,,,,
12/19/18,456.13,701.77,,,,,,,
12/20/18,448.07,689.37,,,,,,,
12/21/18,432.46,665.35,,,,,,,
12/24/18,422.79,650.48,,,,,,,
12/26/18,449.72,691.9,,,,,,,
12/27/18,453.01,696.95,,,,,,,
12/28/18,452.37,695.96,,,,,,,
12/31/18,455.8,701.23,,,,,,,
1/2/19,458.08,704.74,,,,,,,
1/3/19,438.93,675.1,,,,,,,
1/4/19,458.87,705.77,,,,,,,
1/7/19,464.45,714.35,,,,,,,
1/8/19,469.77,722.5,,,,,,,
1/9/19,474.15,729.22,,,,,,,
1/10/19,476.11,732.23,,,,,,,
1/11/19,474.74,730.13,,,,,,,
1/14/19,470.62,723.79,,,,,,,
1/15/19,478.95,736.54,,,,,,,
1/16/19,479.17,736.89,,,,,,,
1/17/19,482.66,742.24,,,,,,,
1/18/19,489.34,752.51,,,,,,,
1/22/19,479.55,737.46,,,,,,,
1/23/19,480.43,738.81,,,,,,,
1/24/19,485.73,746.98,,,,,,,
1/25/19,493.13,758.36,,,,,,,
1/28/19,486.64,748.37,,,,,,,
1/29/19,480.75,739.32,,,,,,,
1/30/19,494.51,760.38,,,,,,,
1/31/19,500.99,770.34,,,,,,,
2/1/19,501.27,770.76,,,,,,,
2/4/19,508.43,781.76,,,,,,,
2/5/19,513.25,789.17,,,,,,,
2/6/19,512.22,787.42,,,,,,,
2/7/19,505.09,776.3,,,,,,,
2/8/19,507.39,779.56,,,,,,,
2/11/19,507.3,779.42,,,,,,,
2/12/19,515.01,791.27,,,,,,,
2/13/19,515.69,792.3,,,,,,,
2/14/19,516.2,793.02,,,,,,,
2/15/19,518.47,796.5,,,,,,,
2/19/19,519.32,797.81,,,,,,,
2/20/19,519.01,797.02,,,,,,,
2/21/19,517.39,794.5,,,,,,,
2/22/19,524.01,804.67,,,,,,,
2/25/19,526.36,808.26,,,,,,,
2/26/19,527.19,809.54,,,,,,,
2/27/19,527.13,809.42,,,,,,,
2/28/19,524.79,805.74,,,,,,,
3/1/19,529.38,812.8,,,,,,,
3/4/19,528.25,811.06,,,,,,,
3/5/19,528.43,811.34,,,,,,,
3/6/19,525.15,806.2,,,,,,,
3/7/19,519.52,797.51,,,,,,,
3/8/19,519.3,797.18,,,,,,,
3/11/19,530.68,814.64,,,,,,,
3/12/19,533.27,818.58,,,,,,,
3/13/19,536.72,823.87,,,,,,,
3/14/19,536.25,823.1,,,,,,,
3/15/19,540.53,829.66,,,,,,,
3/18/19,541.73,831.5,,,,,,,
3/19/19,544.12,835.14,,,,,,,
3/20/19,545.46,837.07,,,,,,,
3/21/19,556.52,854.04,,,,,,,
3/22/19,542.87,833.1,,,,,,,
3/25/19,541.58,831.11,,,,,,,
3/26/19,544.52,835.62,,,,,,,
3/27/19,540.21,828.96,,,,,,,
3/28/19,542.08,831.81,,,,,,,
3/29/19,546.9,839.21,,,,,,,
4/1/19,555.04,851.7,,,,,,,
4/2/19,557.26,855.1,,,,,,,
4/3/19,561.23,861.2,,,,,,,
4/4/19,559.34,858.11,,,,,,,
4/5/19,561.34,861.18,,,,,,,
4/8/19,563,863.69,,,,,,,
4/9/19,560.89,860.44,,,,,,,
4/10/19,564.91,866.43,,,,,,,
4/11/19,564.79,866.24,,,,,,,
4/12/19,568.46,871.87,,,,,,,
4/15/19,568.52,871.96,,,,,,,
4/16/19,570.8,875.46,,,,,,,
4/17/19,572.13,877.49,,,,,,,
4/18/19,572.66,878.32,,,,,,,
4/22/19,575.74,883.03,,,,,,,
4/23/19,583.35,894.71,,,,,,,
4/24/19,582.4,893.25,,,,,,,
4/25/19,583.86,895.5,,,,,,,
4/26/19,584.48,896.44,,,,,,,
4/29/19,585.79,898.45,,,,,,,
4/30/19,582.71,893.72,,,,,,,
5/1/19,578.96,887.98,,,,,,,
5/2/19,576.5,884.2,,,,,,,
5/3/19,583.79,895.3,,,,,,,
5/6/19,580.31,889.8,,,,,,,
5/7/19,568.98,872.44,,,,,,,
5/8/19,567.71,870.48,,,,,,,
5/9/19,563.92,864.51,,,,,,,
5/10/19,564.76,865.49,,,,,,,
5/13/19,544.17,833.94,,,,,,,
5/14/19,551.26,844.76,,,,,,,
5/15/19,559.34,856.84,,,,,,,
